STOPID,NAME,asWKT
6346,Santos St & Velasco Ave   ,POINT(-122.419426 37.710028)
6348,3800 San Bruno Ave   ,POINT(-122.40057 37.71479)
6350,3801 San Bruno Ave  ,POINT(-122.40046 37.71467)
6352,San Bruno Ave & Arleta Ave  ,POINT(-122.402419 37.712289)
6355,San Bruno Ave & Bacon St  ,POINT(-122.40367 37.72797)
6357,San Bruno Ave & Bacon St   ,POINT(-122.403647 37.72752)
6358,San Bruno Ave & Dwight St  ,POINT(-122.4022 37.72408)
6359,San Bruno Ave & Felton St   ,POINT(-122.4047 37.73011)
6360,San Bruno Ave & Mansell St   ,POINT(-122.400948 37.721478)
6361,San Bruno Ave & Mansell St  ,POINT(-122.401223 37.721604)
6362,San Bruno Ave & Paul Ave   ,POINT(-122.4021 37.72418)
6363,San Bruno Ave & Paul Ave  ,POINT(-122.401863 37.723647)
6364,San Bruno Ave & Silver Ave   ,POINT(-122.40537 37.73206)
6365,San Bruno Ave & Silver Ave   ,POINT(-122.40556 37.73217)
6366,San Bruno Ave & Somerset St  ,POINT(-122.40213 37.71384)
6367,San Bruno Ave & Thornton Ave   ,POINT(-122.40462 37.73026)
6368,San Bruno Ave & Ward St   ,POINT(-122.40042 37.71938)
6369,San Bruno Ave & Ward St   ,POINT(-122.40049 37.71905)
6370,San Bruno Ave & Wilde Ave   ,POINT(-122.39984 37.717)
6371,San Bruno Ave & Wilde Ave  ,POINT(-122.39993 37.71672)
6372,San Bruno Ave & Woolsey St  ,POINT(-122.40271 37.72531)
6373,San Bruno Ave & Wayland St   ,POINT(-122.40301 37.72637)
6374,Santa Clara Ave & Monterey Blvd,POINT(-122.465798 37.733202)
6375,Santa Clara Ave & Saint Francis Blvd,POINT(-122.466154 37.734861)
6376,Scott St & North Point St  ,POINT(-122.44183 37.80308)
6382,Schwerin St & Garrison Ave   ,POINT(-122.412 37.70931)
6383,Schwerin St & Garrison Ave  ,POINT(-122.41198 37.70906)
6384,Schwerin St & Geneva Ave   ,POINT(-122.413359 37.706528)
6385,Schwerin St & Macdonald Ave   ,POINT(-122.41293 37.70709)
6386,Schwerin St & Sunnydale Ave   ,POINT(-122.41136 37.71049)
6387,Schwerin St & Sunnydale Ave   ,POINT(-122.41151 37.71036)
6388,Schwerin St & Velasco Ave   ,POINT(-122.41234 37.70826)
6389,Schwerin St & Velasco Ave   ,POINT(-122.41254 37.70813)
6391,Sickles Ave & Alemany Blvd   ,POINT(-122.45478 37.71029)
6393,Silver Ave & Alemany Blvd   ,POINT(-122.433256 37.729794)
6394,Silver Ave & Alemany Blvd   ,POINT(-122.433175 37.729589)
6395,Silver Ave & Augusta St   ,POINT(-122.402188 37.734586)
6396,Silver Ave & Boylston St   ,POINT(-122.410839 37.730913)
6397,Silver Ave & Bay Shore Blvd   ,POINT(-122.404365 37.733052)
6398,Silver Ave & Cambridge St  ,POINT(-122.419396 37.729131)
6399,Silver Ave & Cambridge St  ,POINT(-122.419167 37.729015)
6400,Silver Ave & Charter Oak Ave   ,POINT(-122.404297 37.733275)
6401,Silver Ave & Congdon St  ,POINT(-122.425868 37.728713)
6402,Silver Ave & Congdon St  ,POINT(-122.426085 37.728561)
6404,Silver Ave & Dartmouth St   ,POINT(-122.412981 37.729932)
6405,Silver Ave & Dartmouth St   ,POINT(-122.413611 37.729843)
6406,Silver Ave & Gambier St  ,POINT(-122.422569 37.7289)
6407,Silver Ave & Gambier St  ,POINT(-122.422786 37.728748)
6408,Silver Ave & Holyoke St   ,POINT(-122.410197 37.730967)
6410,Silver Ave & Lisbon St  ,POINT(-122.428789 37.728473)
6411,Silver Ave & Merrill St   ,POINT(-122.40885 37.7315)
6412,Silver Ave & Merrill St   ,POINT(-122.408994 37.731332)
6413,Silver Ave & Mission St   ,POINT(-122.4314 37.728901)
6414,Silver Ave & Mission St   ,POINT(-122.431114 37.728776)
6415,Silver Ave & Mission St  ,POINT(-122.431217 37.72866)
6416,Silver Ave & Palou Ave   ,POINT(-122.39663 37.7371)
6417,Silver Ave & Princeton St   ,POINT(-122.416109 37.729014)
6418,Silver Ave & Princeton St   ,POINT(-122.416269 37.728827)
6419,Silver Ave & Revere Ave   ,POINT(-122.398624 37.736316)
6420,Silver Ave & Revere Ave   ,POINT(-122.398888 37.736361)
6421,Silver Ave & San Bruno Ave   ,POINT(-122.405695 37.732348)
6422,Silver Ave & San Bruno Ave   ,POINT(-122.405947 37.732411)
6424,Silver Ave & Topeka Ave   ,POINT(-122.401065 37.735273)
6425,Starr King Way & Gough St  ,POINT(-122.424085 37.78505)
6426,Skyview Way & Aquavista Way  ,POINT(-122.450094 37.751218)
6427,Skyview Way & City View Way  ,POINT(-122.450449 37.748925)
6428,Skyview Way & Glenview Dr  ,POINT(-122.450335 37.749942)
6429,Skyline Blvd & Zoo Rd   ,POINT(-122.501695 37.728222)
6430,Skyline Blvd & Harding Rd  ,POINT(-122.50253 37.726758)
6431,Skyline Blvd & Harding Rd  ,POINT(-122.502449 37.726392)
6432,Skyline Blvd & Lake Merced Blvd,POINT(-122.499223 37.731149)
6433,Skyline Blvd & Sloat Blvd  ,POINT(-122.496636 37.733542)
6434,Skyline Blvd & Sloat Blvd   ,POINT(-122.496842 37.733595)
6435,Sloat Blvd & 19th Ave  ,POINT(-122.474493 37.73478)
6436,Sloat Blvd & 19th Ave  ,POINT(-122.475272 37.734494)
6437,Sloat Blvd & 21st Ave  ,POINT(-122.47738 37.734752)
6438,Sloat Blvd & 21st Ave  ,POINT(-122.477242 37.734485)
6439,Sloat Blvd & 23rd Ave  ,POINT(-122.479625 37.734404)
6440,Sloat Blvd & 26th Ave  ,POINT(-122.48218 37.734287)
6441,Sloat Blvd & 34th Ave  ,POINT(-122.491607 37.734141)
6442,Sloat Blvd & 36th Ave  ,POINT(-122.493646 37.734042)
6443,Sloat Blvd & 36th Ave  ,POINT(-122.49345 37.73378)
6444,Sloat Blvd & 37th Ave  ,POINT(-122.494597 37.73373)
6445,Sloat Blvd & 39th Ave  ,POINT(-122.496773 37.733907)
6446,Sloat Blvd & 41st Ave   ,POINT(-122.499294 37.734567)
6447,Sloat Blvd & 41st Ave   ,POINT(-122.498961 37.73413)
6448,Sloat Blvd & 43rd Ave   ,POINT(-122.501345 37.735387)
6449,Sloat Blvd & 43rd Ave   ,POINT(-122.500749 37.735012)
6450,Sloat Blvd & 45th Ave  ,POINT(-122.503407 37.7356)
6451,Sloat Blvd & 45th Ave  ,POINT(-122.502777 37.735368)
6453,Sloat Blvd & 47th Ave  ,POINT(-122.505354 37.735528)
6454,Sloat Blvd & Clearfield Dr  ,POINT(-122.491653 37.733874)
6455,Sloat Blvd & Constanso Way  ,POINT(-122.489259 37.73424)
6456,Sloat Blvd & Crestlake Dr  ,POINT(-122.480061 37.734653)
6457,Sloat Blvd & El Mirasol Pl  ,POINT(-122.486235 37.734375)
6458,Sloat Blvd & Everglade Dr   ,POINT(-122.489683 37.733955)
6459,Sloat Blvd & Forest View Dr  ,POINT(-122.483944 37.734215)
6460,Sloat Blvd & Paraiso Pl  ,POINT(-122.482237 37.734555)
6461,Sloat Blvd & Skyline Blvd  ,POINT(-122.496819 37.733702)
6462,Sloat Blvd & Sylvan Dr  ,POINT(-122.485834 37.734125)
6463,Sloat Blvd & Vale Ave  ,POINT(-122.483955 37.734483)
6464,Sloat Blvd & West Portal Ave  ,POINT(-122.47187 37.73478)
6465,Sloat Blvd & West Portal Ave  ,POINT(-122.471881 37.734575)
6467,Santiago St & 14th Ave  ,POINT(-122.47049 37.74508)
6468,Santiago St & 17th Ave  ,POINT(-122.4735 37.74507)
6469,South Hill Blvd & Chicago Way  ,POINT(-122.431507 37.710708)
6470,South Hill Blvd & Prague St   ,POINT(-122.432183 37.712153)
6471,South Hill Blvd & Rolph St   ,POINT(-122.431771 37.711234)
6472,South Hill Blvd & Rolph St   ,POINT(-122.432103 37.711698)
6473,South Van Ness Ave & Mission St,POINT(-122.418622 37.773316)
6475,Spear St & Market St   ,POINT(-122.395548 37.793589)
6478,Stanyan St & Frederick St  ,POINT(-122.452914 37.766449)
6479,Stanyan St & Fulton St  ,POINT(-122.454714 37.774604)
6480,Stanyan St & Hayes St  ,POINT(-122.454186 37.772819)
6481,Stanyan St & Hayes St  ,POINT(-122.454335 37.772766)
6482,Stanyan St & Oak St  ,POINT(-122.453785 37.770856)
6483,Stanyan St & Waller St  ,POINT(-122.453464 37.768331)
6484,St Charles Ave & Alemany Blvd ,POINT(-122.46933 37.71028)
6485,St Charles Ave & Belle Ave  ,POINT(-122.46932 37.70874)
6486,Steiner St & California St  ,POINT(-122.435568 37.788844)
6487,Steiner St & Green St  ,POINT(-122.436863 37.795859)
6488,Steiner St & Green St   ,POINT(-122.437037 37.795937)
6489,Steiner St & Sacramento St  ,POINT(-122.435556 37.789329)
6490,Steiner St & Union St  ,POINT(-122.437054 37.796785)
6491,Steiner St & Union St  ,POINT(-122.437137 37.796627)
6492,Steiner St & Vallejo St  ,POINT(-122.436669 37.794911)
6493,Steiner St & Vallejo St   ,POINT(-122.436789 37.794887)
6494,Steiner St & Washington St  ,POINT(-122.436132 37.791449)
6497,Steuart St & Mission St   ,POINT(-122.393232 37.793347)
6498,Steuart St & Mission St  ,POINT(-122.393324 37.79324)
6501,Steuart St & Market St   ,POINT(-122.39455 37.794427)
6503,West Portal/Sloat/St Francis Circle,POINT(-122.471618 37.734807)
6504,Saint Francis Blvd & Santa Clara Ave,POINT(-122.46636 37.734861)
6505,Saint Francis Blvd & Santa Ana Ave,POINT(-122.467849 37.734941)
6506,Saint Francis Blvd & Santa Ana Ave,POINT(-122.468067 37.73479)
6507,Saint Francis Blvd & San Fernando Way,POINT(-122.469579 37.734861)
6508,Saint Francis Blvd & San Fernando Way,POINT(-122.469797 37.734709)
6509,Still St & Lyell St  ,POINT(-122.431319 37.731837)
6511,Stockton St & Clay St   ,POINT(-122.407757 37.793736)
6512,Stockton St & Columbus Ave  ,POINT(-122.408878 37.799215)
6513,Stockton St & Columbus Ave  ,POINT(-122.40905 37.799277)
6515,Stockton St & Filbert St  ,POINT(-122.409461 37.801419)
6517,Stockton St & Greenwich St  ,POINT(-122.409656 37.802347)
6518,Stockton St & Greenwich St  ,POINT(-122.4095 37.80221)
6519,Stockton St & Lombard St  ,POINT(-122.40969 37.80313)
6520,Stockton St & Pacific Ave   ,POINT(-122.40826 37.796244)
6521,Stockton St & Pacific Ave   ,POINT(-122.408604 37.797189)
6522,Stockton St & Sacramento St   ,POINT(-122.407861 37.793433)
6523,Stockton St & Sutter St  ,POINT(-122.406923 37.789596)
6524,Stockton St & Sutter St  ,POINT(-122.40714 37.789953)
6525,Stockton St & Union St  ,POINT(-122.40928 37.80054)
6526,Stockton St & Washington St   ,POINT(-122.408249 37.795369)
6527,Sunset Blvd & Irving St  ,POINT(-122.495784 37.762621)
6528,Sunset Blvd & Irving St  ,POINT(-122.495955 37.762496)
6529,Sunset Blvd & Judah St  ,POINT(-122.495851 37.761006)
6530,Sunset Blvd & Judah St  ,POINT(-122.495656 37.760765)
6531,Sunset Blvd & Kirkham St  ,POINT(-122.495713 37.759132)
6532,Sunset Blvd & Kirkham St  ,POINT(-122.495518 37.758891)
6533,Sunset Blvd & Lake Merced Blvd,POINT(-122.493518 37.73034)
6534,Sunset Blvd & Lake Merced Blvd,POINT(-122.493655 37.729804)
6535,Sunset Blvd & Lawton St  ,POINT(-122.495585 37.757267)
6536,Sunset Blvd & Lawton St  ,POINT(-122.49539 37.757026)
6537,Sunset Blvd & Moraga St  ,POINT(-122.495458 37.755402)
6538,Sunset Blvd & Moraga St  ,POINT(-122.495263 37.755162)
6539,Sunset Blvd & Noriega St  ,POINT(-122.495319 37.753538)
6540,Sunset Blvd & Noriega St  ,POINT(-122.495124 37.753297)
6541,Sunset Blvd & Ocean Ave  ,POINT(-122.493862 37.732026)
6542,Sunset Blvd & Ocean Ave  ,POINT(-122.493622 37.73183)
6543,Sunset Blvd & Ortega St  ,POINT(-122.49502 37.751798)
6544,Sunset Blvd & Ortega St  ,POINT(-122.495169 37.751307)
6545,Sunset Blvd & Pacheco St  ,POINT(-122.495065 37.749808)
6546,Sunset Blvd & Pacheco St  ,POINT(-122.49487 37.749567)
6547,Sunset Blvd & Quintara St  ,POINT(-122.494766 37.748068)
6548,Sunset Blvd & Quintara St  ,POINT(-122.494915 37.747578)
6549,Sunset Blvd & Rivera St  ,POINT(-122.494799 37.746079)
6550,Sunset Blvd & Rivera St  ,POINT(-122.494604 37.745838)
6553,Sunset Blvd & Santiago St  ,POINT(-122.494672 37.744223)
6554,Sunset Blvd & Santiago St  ,POINT(-122.494477 37.743982)
6555,Sunset Blvd & Taraval St  ,POINT(-122.494545 37.742349)
6556,Sunset Blvd & Taraval St  ,POINT(-122.49435 37.742108)
6557,Sunset Blvd & Ulloa St  ,POINT(-122.494211 37.740243)
6558,Sunset Blvd & Ulloa St  ,POINT(-122.494383 37.740118)
6559,Sunset Blvd & Vicente St  ,POINT(-122.494279 37.738619)
6560,Sunset Blvd & Vicente St  ,POINT(-122.494084 37.738379)
6561,Sunset Blvd & Wawona St  ,POINT(-122.494152 37.736764)
6562,Sunset Blvd & Wawona St  ,POINT(-122.493911 37.736541)
6563,Sunset Blvd & Yorba St  ,POINT(-122.493784 37.734854)
6564,Sunset Blvd & Yorba St  ,POINT(-122.494059 37.734783)
6565,1725 Sunnydale Ave  ,POINT(-122.41954 37.71279)
6566,1800 Sunnydale Ave  ,POINT(-122.419952 37.712972)
6567,1900 Sunnydale Ave  ,POINT(-122.42138 37.7134)
6568,1901 Sunnydale Ave  ,POINT(-122.42115 37.71322)
6569,Sunnydale Ave & Bay Shore Blvd ,POINT(-122.405204 37.708944)
6570,Sunnydale Ave & Cora St   ,POINT(-122.409521 37.710007)
6571,Sunnydale Ave & Cora St  ,POINT(-122.409612 37.710203)
6573,Sunnydale Ave & Garrison Ave,POINT(-122.413024 37.710981)
6574,SUNNYDALE AVE/MCLAREN SCHOOL,POINT(-122.422116 37.713704)
6575,SUNNYDALE AVE/MCLAREN SCHOOL,POINT(-122.422219 37.713553)
6576,Sunnydale Ave & Rutland St   ,POINT(-122.40851 37.70986)
6577,Sunnydale Ave & Santos St  ,POINT(-122.418177 37.712419)
6578,Sunnydale Ave & Santos St  ,POINT(-122.417536 37.712231)
6580,Sunnydale Ave & Sawyer St,POINT(-122.41521 37.71163)
6582,Sunnydale Ave & Schwerin St,POINT(-122.4115 37.71059)
6583,Sunnydale Ave & Talbert St   ,POINT(-122.40669 37.70935)
6584,Sunnydale Ave & Talbert St   ,POINT(-122.407 37.70935)
6585,Sutter St & Baker St  ,POINT(-122.443067 37.784889)
6586,Sutter St & Baker St  ,POINT(-122.443306 37.784766)
6587,Sutter St & Buchanan St  ,POINT(-122.429863 37.786577)
6588,Sutter St & Buchanan St  ,POINT(-122.429608 37.786502)
6589,Sutter St & Divisadero St  ,POINT(-122.439732 37.78531)
6590,Sutter St & Divisadero St  ,POINT(-122.43943 37.785259)
6591,Sutter St & Fillmore St  ,POINT(-122.433151 37.786158)
6592,Sutter St & Fillmore St  ,POINT(-122.432828 37.786086)
6593,Sutter St & Gough St  ,POINT(-122.424924 37.787207)
6594,Sutter St & Hyde St  ,POINT(-122.416908 37.788216)
6595,Sutter St & Jones St  ,POINT(-122.413618 37.788643)
6596,Sutter St & Kearny St  ,POINT(-122.404378 37.789818)
6597,Sutter St & Larkin St  ,POINT(-122.418536 37.788011)
6598,Sutter St & Leavenworth St  ,POINT(-122.415269 37.788429)
6599,Sutter St & Laguna St  ,POINT(-122.428706 37.786724)
6600,Sutter St & Laguna St  ,POINT(-122.428457 37.786647)
6601,Sutter St & Mason St  ,POINT(-122.410316 37.789062)
6602,Sutter St & Octavia St  ,POINT(-122.427062 37.786933)
6603,Sutter St & Polk St  ,POINT(-122.420198 37.787797)
6604,Sutter St & Powell St  ,POINT(-122.408677 37.789266)
6605,Sutter St & Presidio Ave  ,POINT(-122.446175 37.784383)
6606,Sutter St & Sansome St  ,POINT(-122.400674 37.790298)
6607,Sutter St & Scott St  ,POINT(-122.438078 37.78552)
6608,Sutter St & Scott St  ,POINT(-122.438322 37.785402)
6609,Sutter St & Steiner St  ,POINT(-122.434793 37.785942)
6610,Sutter St & Steiner St  ,POINT(-122.435028 37.785794)
6611,Sutter St & Stockton St  ,POINT(-122.407026 37.78948)
6612,Sutter St & Taylor St  ,POINT(-122.411956 37.788857)
6613,Sutter St & Van Ness Ave  ,POINT(-122.42154 37.78763)
6614,Taraval St & 17th Ave  ,POINT(-122.473429 37.743204)
6615,Taraval St & 17th Ave  ,POINT(-122.473705 37.743068)
6616,Taraval St & 19th Ave  ,POINT(-122.475444 37.74311)
6617,Taraval St & 19th Ave  ,POINT(-122.475821 37.742971)
6618,Taraval St & 22nd Ave  ,POINT(-122.478791 37.742967)
6619,Taraval St & 22nd Ave  ,POINT(-122.478426 37.74289)
6620,Taraval St & 23rd Ave  ,POINT(-122.48045 37.742872)
6621,Taraval St & 24th Ave  ,POINT(-122.481199 37.742735)
6622,Taraval St & 26th Ave  ,POINT(-122.483068 37.74278)
6623,Taraval St & 26th Ave  ,POINT(-122.483324 37.742653)
6624,Taraval St & 28th Ave  ,POINT(-122.485212 37.742684)
6625,Taraval St & 28th Ave  ,POINT(-122.485467 37.74254)
6626,Taraval St & 30th Ave  ,POINT(-122.487338 37.74259)
6627,Taraval St & 30th Ave  ,POINT(-122.487615 37.742461)
6628,Taraval St & 32nd Ave  ,POINT(-122.489489 37.74249)
6629,Taraval St & 32nd Ave  ,POINT(-122.489749 37.742355)
6630,Taraval St & 35th Ave  ,POINT(-122.492708 37.742354)
6631,Taraval St & 35th Ave  ,POINT(-122.492961 37.742235)
6632,Taraval St & 40th Ave  ,POINT(-122.498055 37.742124)
6633,Taraval St & 40th Ave  ,POINT(-122.498316 37.74199)
6634,Taraval St & 42nd Ave  ,POINT(-122.500202 37.742021)
6635,Taraval St & 42nd Ave  ,POINT(-122.500461 37.7419)
6636,Taraval St & 44th Ave  ,POINT(-122.502346 37.741924)
6637,Taraval St & 44th Ave  ,POINT(-122.502606 37.741804)
6638,Taraval St & 46th Ave  ,POINT(-122.50449 37.741823)
6640,Taraval St & Sunset Blvd  ,POINT(-122.494218 37.742267)
6641,Taraval St & Sunset Blvd  ,POINT(-122.494651 37.742179)
6642,Taylor St & Bay St   ,POINT(-122.415066 37.804963)
6644,Taylor St & Bay St  ,POINT(-122.415307 37.805257)
6645,Taylor St & Columbus Ave  ,POINT(-122.414998 37.803758)
6646,Taylor St & Francisco St  ,POINT(-122.414952 37.804383)
6651,115 TELEGRAPH Hill Blvd,POINT(-122.405677 37.801766)
6652,225 TELEGRAPH Hill Blvd,POINT(-122.406789 37.803006)
6653,225 TELEGRAPH Hill Blvd,POINT(-122.40664 37.802988)
6654,TELEGRAPH Hill Blvd & Filbert St  ,POINT(-122.405735 37.801846)
6655,TELEGRAPH Hill Blvd & Greenwich St  ,POINT(-122.406617 37.802721)
6656,TELEGRAPH Hill Blvd & Greenwich St  ,POINT(-122.406457 37.802605)
6657,Tennessee St & 18th St  ,POINT(-122.389664 37.7629)
6658,636 Teresita Blvd  ,POINT(-122.445672 37.73679)
6659,636 Teresita Blvd  ,POINT(-122.445867 37.736835)
6660,900 Teresita Blvd  ,POINT(-122.446359 37.733953)
6661,900 Teresita Blvd  ,POINT(-122.44664 37.73399)
6662,Teresita Blvd & Bella Vista Way,POINT(-122.446634 37.7377)
6663,Teresita Blvd & El Sereno Ct  ,POINT(-122.44605 37.738931)
6664,Teresita Blvd & El Sereno Ct  ,POINT(-122.446245 37.738967)
6665,Teresita Blvd & Evelyn Way   ,POINT(-122.451182 37.743063)
6666,Teresita Blvd & Foerster St   ,POINT(-122.446462 37.735693)
6667,Teresita Blvd & Foerster St  ,POINT(-122.448776 37.734345)
6668,Teresita Blvd & Foerster St  ,POINT(-122.446325 37.735523)
6669,Teresita Blvd & Fowler Ave   ,POINT(-122.451388 37.743491)
6670,Teresita Blvd & Gaviota Way  ,POINT(-122.447734 37.739895)
6671,Teresita Blvd & Gaviota Way  ,POINT(-122.448009 37.73985)
6672,Teresita Blvd & Isola Way   ,POINT(-122.450472 37.74184)
6673,Teresita Blvd & Isola Way   ,POINT(-122.450529 37.741733)
6675,Teresita Blvd & Marietta Dr  ,POINT(-122.446336 37.737477)
6676,Teresita Blvd & Marietta Dr  ,POINT(-122.450655 37.742599)
6677,Teresita Blvd & Portola Dr,POINT(-122.452099 37.745079)
6678,Teresita Blvd & Reposa Way   ,POINT(-122.449223 37.740975)
6679,Teresita Blvd & Reposa Way   ,POINT(-122.449177 37.740707)
6680,Teresita Blvd & Stillings Ave ,POINT(-122.445283 37.73447)
6681,Teresita Blvd & Stillings Ave ,POINT(-122.4455 37.734568)
6684,TREASURE ISLAND RD/GUARD STATION,POINT(-122.37144 37.81622)
6685,TREASURE ISLAND RD/GUARD STATION,POINT(-122.3718 37.81602)
6686,Toland St & Jerrold Ave  ,POINT(-122.398814 37.7439)
6687,Toland St & Jerrold Ave   ,POINT(-122.399009 37.743936)
6688,Toland St & Mckinnon Ave   ,POINT(-122.400442 37.742313)
6689,Toland St & Newcomb Ave  ,POINT(-122.400992 37.741492)
6690,Toland St & Oakdale Ave   ,POINT(-122.401565 37.741073)
6691,Townsend St & 3rd St   ,POINT(-122.392452 37.778981)
6692,Townsend St & 3rd St   ,POINT(-122.393037 37.778723)
6694,Townsend St & 4th St   ,POINT(-122.394975 37.777189)
6695,Townsend St & 4th St   ,POINT(-122.394986 37.776984)
6696,Townsend St & 5th St   ,POINT(-122.3972 37.775432)
6697,Townsend St & 5th St   ,POINT(-122.397211 37.775227)
6698,Townsend St & 6th St   ,POINT(-122.399424 37.773675)
6699,Townsend St & 6th St   ,POINT(-122.399436 37.77347)
6700,Townsend St & 7th St   ,POINT(-122.401661 37.771704)
6701,Townsend St & 7th St   ,POINT(-122.401947 37.771695)
6702,Topeka Ave & Bridge View Dr   ,POINT(-122.39762 37.7333)
6703,Topeka Ave & Newhall St  ,POINT(-122.39555 37.7318)
6704,Topeka Ave & Thornton Ave   ,POINT(-122.39527 37.73117)
6705,Topeka Ave & Venus St   ,POINT(-122.39592 37.73201)
6706,Trumbull St & Congdon St  ,POINT(-122.42639 37.73097)
6707,Trumbull St & Congdon St  ,POINT(-122.42624 37.73084)
6708,Trumbull St & Stoneybrook Ave ,POINT(-122.42192 37.73095)
6709,Turk St & Arguello Blvd  ,POINT(-122.45818 37.77715)
6710,Turk St & Baker St  ,POINT(-122.442174 37.779288)
6711,Turk St & Baker St  ,POINT(-122.442151 37.779163)
6712,Turk St & Broderick St  ,POINT(-122.440295 37.779511)
6713,Turk St & Broderick St  ,POINT(-122.440489 37.779359)
6714,Turk St & Chabot Ter  ,POINT(-122.451699 37.778093)
6715,Turk St & Chabot Ter  ,POINT(-122.451367 37.778012)
6716,Turk St & Central Ave  ,POINT(-122.445246 37.778914)
6717,Turk St & Central Ave  ,POINT(-122.445441 37.778762)
6718,Turk St & Hyde St  ,POINT(-122.415856 37.782621)
6719,Turk St & Jones St  ,POINT(-122.412577 37.783039)
6720,Turk St & Larkin St  ,POINT(-122.417197 37.782461)
6721,Turk St & Leavenworth St  ,POINT(-122.414217 37.782835)
6722,Turk St & Lyon St  ,POINT(-122.443596 37.77911)
6723,Turk St & Lyon St  ,POINT(-122.443791 37.778958)
6724,Turk St & Masonic Ave  ,POINT(-122.447206 37.778664)
6725,Turk St & Masonic Ave  ,POINT(-122.447138 37.778548)
6726,Turk St & Polk St  ,POINT(-122.41926 37.78218)
6727,Turk St & Parker Ave  ,POINT(-122.453281 37.777905)
6728,Turk St & Parker Ave  ,POINT(-122.453476 37.777754)
6729,Turk St & Roselyn Ter  ,POINT(-122.44959 37.778235)
6730,Turk St & Roselyn Ter  ,POINT(-122.449659 37.778351)
6731,Turk St & Stanyan St  ,POINT(-122.455367 37.777637)
6732,Turk St & Stanyan St  ,POINT(-122.455035 37.777557)
6733,Turk St & Taylor St   ,POINT(-122.409895 37.783387)
6734,Turk St & Van Ness Ave  ,POINT(-122.42107 37.78195)
6735,Ulloa St & 30th Ave  ,POINT(-122.48722 37.74072)
6736,Ulloa St & Forest Side Ave  ,POINT(-122.46847 37.741535)
6737,Ulloa St & Forest Side Ave  ,POINT(-122.4688 37.741435)
6738,Ulloa St & Lenox Way  ,POINT(-122.46626 37.741174)
6739,West Portal Station   ,POINT(-122.4658 37.740956)
6740,West Portal Station  ,POINT(-122.465743 37.740938)
6744,Ulloa St & West Portal Ave   ,POINT(-122.466006 37.74092)
6745,Union St & Baker St  ,POINT(-122.445314 37.795902)
6746,Union St & Baker St  ,POINT(-122.445509 37.79575)
6748,Union St & Buchanan St  ,POINT(-122.432302 37.797427)
6750,Union St & Columbus Ave   ,POINT(-122.409932 37.800411)
6751,Union St & Columbus Ave  ,POINT(-122.410643 37.800197)
6752,Union St & Divisadero St  ,POINT(-122.44199 37.796321)
6753,Union St & Divisadero St  ,POINT(-122.442184 37.79617)
6754,Union St & Fillmore St  ,POINT(-122.435661 37.797124)
6755,Union St & Fillmore St  ,POINT(-122.435328 37.797043)
6756,Union St & Gough St  ,POINT(-122.427177 37.798211)
6757,Union St & Gough St  ,POINT(-122.427371 37.79806)
6758,Union St & Grant Ave  ,POINT(-122.4075 37.80068)
6759,Union St & Grant Ave  ,POINT(-122.40769 37.8006)
6760,Union St & Hyde St  ,POINT(-122.418956 37.799271)
6761,Union St & Hyde St  ,POINT(-122.419151 37.79912)
6762,Union St & Jones St  ,POINT(-122.415665 37.79969)
6763,Union St & Jones St  ,POINT(-122.41586 37.799538)
6764,Union St & Kearny St  ,POINT(-122.405965 37.800909)
6765,Union St & Kearny St  ,POINT(-122.406102 37.800758)
6766,Union St & Larkin St  ,POINT(-122.420607 37.799066)
6767,Union St & Larkin St  ,POINT(-122.420527 37.79895)
6768,Union St & Leavenworth St  ,POINT(-122.417545 37.799449)
6769,Union St & Leavenworth St  ,POINT(-122.417511 37.799324)
6770,Union St & Laguna St  ,POINT(-122.430456 37.797792)
6771,Union St & Laguna St  ,POINT(-122.430651 37.797641)
6772,Union St & Lyon St  ,POINT(-122.446702 37.795599)
6773,Union St & Mason St  ,POINT(-122.412374 37.800108)
6774,Union St & Mason St  ,POINT(-122.412569 37.799957)
6775,Union St & Montgomery St  ,POINT(-122.404474 37.801087)
6776,Union St & Montgomery St  ,POINT(-122.404508 37.800962)
6777,Union St & Pierce St  ,POINT(-122.438688 37.79674)
6778,Union St & Pierce St  ,POINT(-122.438883 37.796589)
6779,Union St & Polk St  ,POINT(-122.422499 37.798799)
6780,Union St & Polk St  ,POINT(-122.42243 37.798683)
6781,Union St & Steiner St ,POINT(-122.43714 37.79687)
6782,Union St & Stockton St  ,POINT(-122.409267 37.800366)
6783,Union St & Taylor St  ,POINT(-122.414025 37.799895)
6785,Union St & Taylor St  ,POINT(-122.41422 37.799743)
6786,Union St & Van Ness Ave  ,POINT(-122.424241 37.798585)
6787,Union St & Van Ness Ave  ,POINT(-122.42415 37.798469)
6788,University St & Bacon St  ,POINT(-122.41354 37.72514)
6789,University St & Bacon St  ,POINT(-122.41339 37.72499)
6792,University St & Felton St  ,POINT(-122.41439 37.72739)
6793,University St & Woolsey St  ,POINT(-122.41253 37.72273)
6796,Upper Ter & Buena Vista Ave West,POINT(-122.4428 37.76582)
6797,Upper Ter & Masonic Ave   ,POINT(-122.44338 37.76545)
6798,Van Ness Ave & Broadway  ,POINT(-122.423331 37.79608)
6799,Van Ness Ave & California St  ,POINT(-122.422261 37.790439)
6800,Van Ness Ave & Chestnut St  ,POINT(-122.42464 37.80258)
6801,Van Ness Ave & Chestnut St  ,POINT(-122.424905 37.802431)
